property_id,location_id,page_url,property_type,price,location,city,province_name,latitude,longitude,baths,area,purpose,bedrooms,date_added,agency,agent,Area Type,Area Size,Area Category
13826867,9058,https://www.zameen.com/Property/dha_phase_8_creek_vista_luxury_apartment_for_rent_located_in_dha_phase_8_creek_vista-13826867-9058-4.html,Flat,210000,DHA Defence,Karachi,Sindh,24.777115,67.089857,4,14.2 Marla,For Rent,4,12-20-2018,MIK Associates,Najeeb Ashfaq,Marla,14.2,10-15 Marla
16423193,1482,https://www.zameen.com/Property/d_h_a_dha_phase_5_flat_is_available_for_sale-16423193-1482-1.html,Flat,9400000,DHA Defence,Karachi,Sindh,24.810265,67.043552,0,4.4 Marla,For Sale,0,06-05-2019,Chaudhry Estate,Javed Amin,Marla,4.4,0-5 Marla
16827939,8585,https://www.zameen.com/Property/samanabad_bastami_road_house_is_available_for_sale-16827939-8585-1.html,House,13000000,Samanabad,Lahore,Punjab,31.534984,74.294887,4,5 Marla,For Sale,4,06-18-2019,,,Marla,5.0,0-5 Marla
17339827,9030,https://www.zameen.com/Property/bahria_town_karachi_bahria_apartments_flat_is_available_for_sale-17339827-9030-1.html,Flat,10100000,Bahria Town Karachi,Karachi,Sindh,25.020961,67.321172,3,10 Marla,For Sale,3,07-17-2019,,,Marla,10.0,5-10 Marla
14301687,8548,https://www.zameen.com/Property/faisalabad_punjab_govt__servants_housing_foundation_7_07_marla_house_31c1_for_sale-14301687-8548-1.html,House,6200000,Punjab Govt. Servants Housing Foundation,Faisalabad,Punjab,31.367585,73.13717700000001,3,7.1 Marla,For Sale,3,01-18-2019,,,Marla,7.1,5-10 Marla
16097369,1287,https://www.zameen.com/Property/lahore_canal_garden_5_marla_house_in_canal_garden_aa_block_for_sale-16097369-1287-1.html,House,9800000,Canal Garden,Lahore,Punjab,31.393209,74.17589699999999,4,5 Marla,For Sale,4,05-03-2019,Al Jalal Real Estate & Builders,Faiz Ul Hassan,Marla,5.0,0-5 Marla
15997075,7216,https://www.zameen.com/Property/north_nazimabad_north_nazimabad_block_h_new_portion_for_sale-15997075-7216-1.html,Upper Portion,16500000,North Nazimabad,Karachi,Sindh,24.935635,67.05102,3,9.3 Marla,For Sale,3,05-06-2019,Estate World Karachi,Zohaib Baig,Marla,9.3,5-10 Marla
17299822,3338,https://www.zameen.com/Property/g_13_g_13_2_g_13_best_location_corner_house_30_x_60_ground_portion_for_rent_available_near_by_main_double_road-17299822-3338-4.html,Lower Portion,36000,G-13,Islamabad,Islamabad Capital,33.650458,72.956636,2,7 Marla,For Rent,2,07-15-2019,Ashiana Estate & Builders,Faheem Khan,Marla,7.0,5-10 Marla
15347149,6811,https://www.zameen.com/Property/gizri_upper_gizri_brand_new_apartment_for_sale_in_upper_gizri-15347149-6811-1.html,Flat,8000000,Gizri,Karachi,Sindh,24.820393,67.0468,2,3.8 Marla,For Sale,2,06-27-2019,Danish Associates Builders & Developers,Chaudhary Ramzan Ali,Marla,3.8,0-5 Marla
14666913,8898,https://www.zameen.com/Property/lahore_dream_avenue_lahore_4_marla_facing_park_beautiful_solid_constructed_house_for_sale-14666913-8898-1.html,House,7300000,Dream Avenue Lahore,Lahore,Punjab,31.402868,74.236129,3,4 Marla,For Sale,3,02-03-2019,Abaan Associates,Suhaib Anjum Butt,Marla,4.0,0-5 Marla
8770715,1504,https://www.zameen.com/Property/rawalpindi_askari_14_ground_floor_brand_new_3_bedroom_flat-8770715-1504-4.html,Flat,36000,Askari 14,Rawalpindi,Punjab,33.543004,73.067576,3,10 Marla,For Rent,3,05-06-2019,Al Hamdan Real Estate,Ch Sheraz Iqbal,Marla,10.0,5-10 Marla
17311280,509,https://www.zameen.com/Property/lahore_bahria_town_11_marla_brand_new_double_unit_house_gulbahar_block_btl-17311280-509-1.html,House,25500000,Bahria Town,Lahore,Punjab,31.380313,74.18718299999999,6,11 Marla,For Sale,5,07-16-2019,Mash Allah Estate & Builders,Azam Ali,Marla,11.0,10-15 Marla
17266241,381,https://www.zameen.com/Property/cantt_ghazi_road_brand_new_house_available_for_sale-17266241-381-1.html,House,6000000,Cantt,Lahore,Punjab,31.473596,74.393917,2,3 Marla,For Sale,4,07-13-2019,Shafqat Real Estate & Builders,Muhammad Anwar Shafq,Marla,3.0,0-5 Marla
17045741,10018,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_10_precinct_10_villa_is_available_with_3_bed_lounge-17045741-10018-1.html,House,13400000,Bahria Town Karachi,Karachi,Sindh,25.058062,67.306626,0,8 Marla,For Sale,3,07-01-2019,Real Investment Consultants,Boez Ayub,Marla,8.0,5-10 Marla
16999486,9914,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_well_built_apartment_available_in_good_location-16999486-9914-1.html,Flat,6800000,DHA Defence,Islamabad,Islamabad Capital,33.5244025,73.1469834,0,6.7 Marla,For Sale,0,06-30-2019,Asrar Estate & Builders,Uzair Kayani,Marla,6.7,5-10 Marla
13943601,1011,https://www.zameen.com/Property/askari_askari_10_askari_10_f_block_14_south_facing_new_apartment_for_sale_direct_owner-13943601-1011-1.html,Flat,19000000,Askari,Lahore,Punjab,31.536408,74.416037,4,10 Marla,For Sale,3,01-04-2019,,,Marla,10.0,5-10 Marla
15451714,69,https://www.zameen.com/Property/lahore_cavalry_ground_10_marla_house_for_sale_in_cavalry_ground-15451714-69-1.html,House,19000000,Cavalry Ground,Lahore,Punjab,31.500556,74.367728,5,10 Marla,For Sale,3,04-03-2019,,,Marla,10.0,5-10 Marla
17302928,173,https://www.zameen.com/Property/islamabad_i_10_great_opportunity_for_you_to_have_the_property_of_your_choice-17302928-173-4.html,Lower Portion,35000,I-10,Islamabad,Islamabad Capital,33.648922,73.038969,2,6 Marla,For Rent,2,07-16-2019,Nabi Estate,nabi hussain turi,Marla,6.0,5-10 Marla
17003285,330,https://www.zameen.com/Property/islamabad_g_13_here_is_a_good_opportunity_to_live_in_a_well_built_house-17003285-330-4.html,House,120000,G-13,Islamabad,Islamabad Capital,33.650065000000005,72.96368100000001,6,1 Kanal,For Rent,7,06-30-2019,Khans Real Estate & Builders,Ahtsham Khan,Kanal,1.0,1-5 Kanal
17247690,339,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_the_best_house_for_living_purpose-17247690-339-4.html,House,125000,DHA Defence,Islamabad,Islamabad Capital,33.527944,73.161392,0,1 Kanal,For Rent,0,07-15-2019,Akhtar Associates Real Estate,Najam Naqvi,Kanal,1.0,1-5 Kanal
14775990,5035,https://www.zameen.com/Property/faisalabad_rasool_park_3_marla__double_storey_brand_new_house-14775990-5035-1.html,House,4500000,Rasool Park,Faisalabad,Punjab,31.418481826782,73.133140563965,2,3 Marla,For Sale,3,02-17-2019,,,Marla,3.0,0-5 Marla
17125333,6862,https://www.zameen.com/Property/gulshan_e_iqbal_gulshan_e_iqbal_block_2_ground_1st_floor_house_is_available_for_sale-17125333-6862-1.html,House,18000000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.924038,67.087233,4,4.8 Marla,For Sale,4,07-05-2019,Marshal Associate,ALi Rehan,Marla,4.8,0-5 Marla
16808618,1378,https://www.zameen.com/Property/islamabad_pakistan_town_portion_is_available_for_rent-16808618-1378-4.html,Lower Portion,32000,Pakistan Town,Islamabad,Islamabad Capital,33.575405,73.143325,0,10 Marla,For Rent,0,06-20-2019,Qadeer Real Estate & Builders,mohsin gujjar,Marla,10.0,5-10 Marla
17228454,330,https://www.zameen.com/Property/islamabad_g_13_here_is_a_good_opportunity_to_live_in_a_well_built_house-17228454-330-4.html,House,90000,G-13,Islamabad,Islamabad Capital,33.650065000000005,72.96368100000001,6,10 Marla,For Rent,6,07-12-2019,Malik Estate & Builders,Malik Humayun,Marla,10.0,5-10 Marla
14278388,11291,https://www.zameen.com/Property/shadman_shadman_town_sector_14_b_flat_is_available_for_sale-14278388-11291-1.html,Flat,5500000,North Nazimabad,Karachi,Sindh,24.961242,67.056011,2,3.8 Marla,For Sale,2,06-14-2019,Makkah Estate,"Waseem Sheikh, Zohaib",Marla,3.8,0-5 Marla
13012756,5077,https://www.zameen.com/Property/wapda_city_wapda_city_block_m_block_m_house_145_for_rent-13012756-5077-4.html,House,50000,Wapda City,Faisalabad,Punjab,31.507069,73.22309,0,10 Marla,For Rent,0,11-19-2018,,,Marla,10.0,5-10 Marla
10409952,8129,https://www.zameen.com/Property/rawalpindi_range_road_beautiful_house_newly_built_for_sale_on_range_road-10409952-8129-1.html,House,14000000,Range Road,Rawalpindi,Punjab,33.598595,73.018005,6,8 Marla,For Sale,6,07-05-2019,,,Marla,8.0,5-10 Marla
13642079,3048,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_amazing_10_marla_high_quality_house-13642079-3048-1.html,House,19500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.485576,73.08393000000001,6,10 Marla,For Sale,5,06-13-2019,Aim Real Estate,Abdul Rehman,Marla,10.0,5-10 Marla
15924648,1705,https://www.zameen.com/Property/bahria_town_bahria_enclave_house_is_up_for_sale-15924648-1705-1.html,House,30000000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,6,10 Marla,For Sale,5,07-01-2019,Al Israr Estate & Builders (PVT) LTD.,Malik Umer Nawaz,Marla,10.0,5-10 Marla
16914629,8298,https://www.zameen.com/Property/karachi_bahria_town_karachi_bahria_town_karachi_appartment_p19_tower_15_ground_floor-16914629-8298-1.html,Flat,6000000,Bahria Town Karachi,Karachi,Sindh,24.894076,67.027715,2,4.2 Marla,For Sale,2,06-27-2019,Al Hanan Builders & Developers,Mehwish,Marla,4.2,0-5 Marla
17226177,330,https://www.zameen.com/Property/islamabad_g_13_a_beautifully_built_house_at_good_location-17226177-330-4.html,House,120000,G-13,Islamabad,Islamabad Capital,33.650065000000005,72.96368100000001,0,1 Kanal,For Rent,0,07-11-2019,Khans Real Estate & Builders,Ahtsham Khan,Kanal,1.0,1-5 Kanal
14192309,708,https://www.zameen.com/Property/rawalpindi_faizabad_flat_for_sale-14192309-708-1.html,Flat,8000000,Faizabad,Rawalpindi,Punjab,33.662514,73.084356,3,4.7 Marla,For Sale,3,02-04-2019,,,Marla,4.7,0-5 Marla
17112903,378,https://www.zameen.com/Property/lahore_bedian_road_4_kanal_fully_furnished_farm_house_for_sale_at_bedian_road_lahore-17112903-378-1.html,Farm House,65000000,Bedian Road,Lahore,Punjab,31.473474,74.429569,0,4 Kanal,For Sale,5,07-04-2019,Abdullah Burhan Estate,Asghar Ali,Kanal,4.0,1-5 Kanal
16838855,6838,https://www.zameen.com/Property/gulistan_e_jauhar_gulistan_e_jauhar_block_14_flat_is_available_for_sale-16838855-6838-1.html,Flat,4900000,Gulistan-e-Jauhar,Karachi,Sindh,24.920384,67.129162,2,3.1 Marla,For Sale,2,06-20-2019,RJ Real Estate,Naveed Ahmed,Marla,3.1,0-5 Marla
12872192,8298,https://www.zameen.com/Property/karachi_bahria_town_karachi_leaf_paradise_a_dream_town_house_is_available_for_sale_on_installment-12872192-8298-1.html,House,10500000,Bahria Town Karachi,Karachi,Sindh,24.894076,67.027715,3,10 Marla,For Sale,3,06-27-2019,Al Muqeet Builders & Developers,Owais,Marla,10.0,5-10 Marla
17003087,330,https://www.zameen.com/Property/islamabad_g_13_here_is_a_good_opportunity_to_live_in_a_well_built_house-17003087-330-4.html,House,48000,G-13,Islamabad,Islamabad Capital,33.650065000000005,72.96368100000001,4,4 Marla,For Rent,4,06-30-2019,Khans Real Estate & Builders,Ahtsham Khan,Marla,4.0,0-5 Marla
16098604,10018,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_10_house_is_available_for_sale-16098604-10018-1.html,House,14500000,Bahria Town Karachi,Karachi,Sindh,25.058062,67.306626,0,8 Marla,For Sale,3,05-06-2019,Search Property Consultants,Rana Muhammad Ijaz,Marla,8.0,5-10 Marla
16962592,3444,https://www.zameen.com/Property/i_8_i_8_4_the_best_portion_for_living_purpose-16962592-3444-4.html,Upper Portion,90000,I-8,Islamabad,Islamabad Capital,33.662782,73.077793,3,1 Kanal,For Rent,3,06-28-2019,Property Point,"M. Saqlain Malik, Qammar Abbas",Kanal,1.0,1-5 Kanal
16685070,164,https://www.zameen.com/Property/islamabad_f_6_fully_furnished_portion_for_rent_in_f_6-16685070-164-4.html,House,160000,F-6,Islamabad,Islamabad Capital,33.730907,73.074431,2,1 Kanal,For Rent,2,06-20-2019,ApniChat. Com,Zawar Nazir,Kanal,1.0,1-5 Kanal
17343830,9354,https://www.zameen.com/Property/lahore_canal_bank_housing_scheme_double_storey_furnished_house_is_available_for_sale-17343830-9354-1.html,House,6500000,Canal Bank Housing Scheme,Lahore,Punjab,31.572434,74.413002,0,3 Marla,For Sale,3,07-17-2019,Aban Estate,Malik Tariq Javaid,Marla,3.0,0-5 Marla
17302348,213,https://www.zameen.com/Property/karachi_dha_defence_emaar_crescent_bay_3_bedroom_in_pearl_tower_1_partial_sea_facing_unit_for_sale-17302348-213-1.html,Flat,50000000,DHA Defence,Karachi,Sindh,24.794215,67.06461,0,9.8 Marla,For Sale,0,07-16-2019,UR Property,Ahmed Karim,Marla,9.8,5-10 Marla
13169389,3337,https://www.zameen.com/Property/g_13_g_13_1_complete_3_storey_house_for_rent_in_g_13_1_islamabad-13169389-3337-4.html,House,60000,G-13,Islamabad,Islamabad Capital,33.645957,72.96247199999999,7,4 Marla,For Rent,6,01-05-2019,,,Marla,4.0,0-5 Marla
15497938,324,https://www.zameen.com/Property/karachi_university_road_3_room_luxury_apartment_at_saima_jinnah_avenue_for_rent-15497938-324-4.html,Flat,55000,University Road,Karachi,Sindh,24.92252,67.103269,3,9.8 Marla,For Rent,3,04-19-2019,Urban Properties Pk,Sarim Raheem,Marla,9.8,5-10 Marla
12828215,8885,https://www.zameen.com/Property/gulshan_e_iqbal_gulshan_e_iqbal_block_13_d_2_kda_3_bed_dd_flat_for_sale-12828215-8885-1.html,Flat,8000000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.908308,67.07207,3,5.6 Marla,For Sale,3,10-20-2018,,,Marla,5.6,5-10 Marla
17287020,13026,https://www.zameen.com/Property/allahwala_town_allahwala_town_sector_31_b_a_beautifully_built_2nd_floor_flat_for_sale-17287020-13026-1.html,Flat,1550000,Korangi,Karachi,Sindh,24.828138,67.110438,2,1.8 Marla,For Sale,2,07-16-2019,Al Tawakal Estate,Jahangir Khan,Marla,1.8,0-5 Marla
17353760,509,https://www.zameen.com/Property/lahore_bahria_town_11_marla_corner__facing_park_house_overseas_enclave_bahria_town_lahore-17353760-509-1.html,House,27000000,Bahria Town,Lahore,Punjab,31.380313,74.18718299999999,6,11 Marla,For Sale,5,07-18-2019,Mash Allah Estate & Builders,Azam Ali,Marla,11.0,10-15 Marla
17337090,1482,https://www.zameen.com/Property/d_h_a_dha_phase_5_1000_sq_yards_well_maintained_house_for_rent_at_khayaban_e_momin_dha_phase_5_karachi-17337090-1482-4.html,House,450000,DHA Defence,Karachi,Sindh,24.810265,67.043552,6,2 Kanal,For Rent,6,07-17-2019,HR Properties,BABAR BAIG,Kanal,2.0,1-5 Kanal
17109808,4002,https://www.zameen.com/Property/lake_city_lake_city_sector_m_2a_10_marla_double_story_brand_new_house_for_sale_in_m_2a_lake_city-17109808-4002-1.html,House,21000000,Lake City,Lahore,Punjab,31.368185,74.24964,5,10 Marla,For Sale,4,07-04-2019,Lahore Property Point,Faizan Aslam,Marla,10.0,5-10 Marla
7994909,7214,https://www.zameen.com/Property/north_nazimabad_north_nazimabad_block_f_brand_new_ground_portion_for_rent_west_open_like_independent_house-7994909-7214-4.html,Lower Portion,62000,North Nazimabad,Karachi,Sindh,24.929369,67.045226,0,16.8 Marla,For Rent,3,07-18-2019,,,Marla,16.8,15-20 Marla
12365162,11162,https://www.zameen.com/Property/faisalabad_eden_orchard_newly_built_5_marla_house_for_sale_in_eden_orchard-12365162-11162-1.html,House,9200000,Eden Orchard,Faisalabad,Punjab,31.484528000000005,73.085066,4,5 Marla,For Sale,3,09-20-2018,Green Land Property Gallery,Haider Sultan Muhammad Asghar,Marla,5.0,0-5 Marla
17165666,9030,https://www.zameen.com/Property/bahria_town_karachi_bahria_apartments_flat_is_available_for_sale-17165666-9030-1.html,Flat,5500000,Bahria Town Karachi,Karachi,Sindh,25.020961,67.321172,2,4.2 Marla,For Sale,2,07-10-2019,,,Marla,4.2,0-5 Marla
17053713,3937,https://www.zameen.com/Property/johar_town_johar_town_phase_1_10_marla_well_maintained_house_is_available_for_sale-17053713-3937-1.html,House,19000000,Johar Town,Lahore,Punjab,31.465275,74.29189699999999,5,10 Marla,For Sale,5,07-03-2019,Hussain Real Estate & Builders,M Sarfaraz,Marla,10.0,5-10 Marla
16897094,3555,https://www.zameen.com/Property/lahore_askari_2nd_floor_for_sale_in_askari5_lahore-16897094-3555-1.html,Flat,12000000,Askari,Lahore,Punjab,31.536408,74.416038,0,10 Marla,For Sale,0,06-26-2019,Best Residency Provider,Imran Rana,Marla,10.0,5-10 Marla
12139525,8275,https://www.zameen.com/Property/defence_view_society_defence_view_phase_1_c44_second_floor_double_storey_apartment-12139525-8275-1.html,Flat,9000000,Defence View Society,Karachi,Sindh,24.834979,67.080263,3,4.8 Marla,For Sale,3,09-20-2018,,,Marla,4.8,0-5 Marla
17298898,7,https://www.zameen.com/Property/lahore_gulberg_here_is_a_good_opportunity_to_live_in_a_well_built_house-17298898-7-1.html,House,12500000,Gulberg,Lahore,Punjab,31.522361,74.347172,4,8 Marla,For Sale,4,07-16-2019,Janjua Estate,Raja Ji,Marla,8.0,5-10 Marla
13845461,6885,https://www.zameen.com/Property/scheme_33_gulshan_e_kaneez_fatima_brand_new_house_ground_floor_3_bed_d_d_available_for_rent-13845461-6885-4.html,Lower Portion,50000,Scheme 33,Karachi,Sindh,24.954818,67.11663,5,16 Marla,For Rent,3,12-20-2018,,,Marla,16.0,15-20 Marla
17187646,8313,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_block_a_flat_is_available_for_sale-17187646-8313-1.html,Flat,9900000,Gulberg,Islamabad,Islamabad Capital,33.606327,73.15983299999999,0,4.9 Marla,For Sale,2,07-09-2019,Madina Builders And Associates,Muhammad Liaqat,Marla,4.9,0-5 Marla
16687758,156,https://www.zameen.com/Property/islamabad_bhara_kahu_upper_portion_for_rent_hill_and_top_view-16687758-156-4.html,Upper Portion,65000,Bhara kahu,Islamabad,Islamabad Capital,33.737402,73.179159,6,2 Kanal,For Rent,6,06-13-2019,Islamabad Real Estate,Kamran abbasi,Kanal,2.0,1-5 Kanal
13355736,9320,https://www.zameen.com/Property/scheme_33_scheme_33_sector_18_a_240_sq_yards_bungalow__for_sale-13355736-9320-1.html,House,22500000,Scheme 33,Karachi,Sindh,24.968436,67.123975,0,9.6 Marla,For Sale,0,11-19-2018,,,Marla,9.6,5-10 Marla
14595879,3036,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_3_bahria_town_rawalpindi_phase_3_double_unit_5_bed_full_house_for_rent-14595879-3036-4.html,House,160000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550408000000004,73.115473,6,1 Kanal,For Rent,5,02-17-2019,,,Kanal,1.0,1-5 Kanal
16992514,6762,https://www.zameen.com/Property/gulshan_e_maymar_gulshan_e_maymar_sector_z_west_open_house_is_available_for_sale-16992514-6762-1.html,House,14000000,Gadap Town,Karachi,Sindh,25.015331,67.126094,0,5.4 Marla,For Sale,0,06-28-2019,Omega Real Estate,Arif Ahmed,Marla,5.4,5-10 Marla
17050005,1447,https://www.zameen.com/Property/dha_defence_dha_phase_5_5_marla_slightly_used_beautiful_house_for_sale_in_phase_5_dha-17050005-1447-1.html,House,16500000,DHA Defence,Lahore,Punjab,31.462493,74.40934200000001,3,5 Marla,For Sale,3,07-02-2019,Apollo Consulting,Muhammad Shan,Marla,5.0,0-5 Marla
14784429,3531,https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_satluj_block_triple_storey_house_for_sale_satlug_block_allama_town_marble_flooring_lahore-14784429-3531-1.html,House,16500000,Allama Iqbal Town,Lahore,Punjab,31.5228,74.293313,5,7 Marla,For Sale,5,05-04-2019,Abid Estate Agency,Abid Saleem,Marla,7.0,5-10 Marla
12455420,10643,https://www.zameen.com/Property/rawalpindi_al_noor_colony_double_storey_house_for_sale-12455420-10643-1.html,House,8500000,Al-Noor Colony,Rawalpindi,Punjab,33.628011,73.10755999999999,2,5 Marla,For Sale,4,10-07-2018,,,Marla,5.0,0-5 Marla
17135486,9195,https://www.zameen.com/Property/scheme_33_zeenatabad_brand_new_second_floor_luxury_flat_is_available_for_sale-17135486-9195-1.html,Flat,6000000,Scheme 33,Karachi,Sindh,24.974996,67.133599,2,4.4 Marla,For Sale,2,07-09-2019,Zenith Building Developer,"Rao Shauib, Naeem Haider",Marla,4.4,0-5 Marla
17026890,3205,https://www.zameen.com/Property/dha_defence_phase_2_others_well_built_house_available_at_good_location-17026890-3205-4.html,House,32000,DHA Defence,Islamabad,Islamabad Capital,33.527944,73.161392,0,10 Marla,For Rent,0,07-01-2019,Akhtar Associates Real Estate,Najam Naqvi,Marla,10.0,5-10 Marla
14230900,1620,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_block_l_most_beautiful_1_kanal_brand_new_house_for_sale-14230900-1620-1.html,House,47500000,DHA Defence,Lahore,Punjab,31.481783,74.4625,5,1 Kanal,For Sale,5,05-03-2019,Unity Developer,Kamran Minhas,Kanal,1.0,1-5 Kanal
17005557,10918,https://www.zameen.com/Property/karachi_malir_link_to_super_highway_ultra_modern_flat_with_so_much_space_on_easy_installments-17005557-10918-1.html,Flat,19500000,Malir Link To Super Highway,Karachi,Sindh,24.949734,67.182861,4,13.8 Marla,For Sale,4,06-29-2019,Ibrahim Heaven,Anas,Marla,13.8,10-15 Marla
17258688,1484,https://www.zameen.com/Property/d_h_a_dha_phase_7_1st_floor_portion_is_available_for_rent-17258688-1484-4.html,Upper Portion,115000,DHA Defence,Karachi,Sindh,24.821639,67.071691,0,1.2 Kanal,For Rent,3,07-13-2019,Bukhari Properties,Sardar Imran,Kanal,1.2,1-5 Kanal
17224534,5029,https://www.zameen.com/Property/faisalabad_rachna_town_a_beautifully_built_house_at_rachna_town_satiana_road-17224534-5029-1.html,House,5400000,Rachna Town,Faisalabad,Punjab,31.390571,73.115802,0,3 Marla,For Sale,0,07-12-2019,Chishti Estate Agency,Faiz Rasool,Marla,3.0,0-5 Marla
15149036,168,https://www.zameen.com/Property/islamabad_g_11_full_house_is_available_for_rent-15149036-168-4.html,House,250000,G-11,Islamabad,Islamabad Capital,33.669533,73.000073,0,2 Kanal,For Rent,0,03-06-2019,,,Kanal,2.0,1-5 Kanal
17195183,10018,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_10_villa_is_available_for_sale-17195183-10018-1.html,House,13000000,Bahria Town Karachi,Karachi,Sindh,25.058062,67.306626,3,8 Marla,For Sale,3,07-10-2019,Makkah Associates,Muneeb,Marla,8.0,5-10 Marla
17317952,3325,https://www.zameen.com/Property/g_10_g_10_2_house_is_available_for_rent-17317952-3325-4.html,House,70000,G-10,Islamabad,Islamabad Capital,33.67989,73.01264,0,1 Kanal,For Rent,0,07-16-2019,Al Hameed Associates,Abdul Hameed,Kanal,1.0,1-5 Kanal
17065554,533,https://www.zameen.com/Property/faisalabad_madina_town_upper_portion_is_available_for_rent_in_y_block-17065554-533-4.html,Upper Portion,50000,Madina Town,Faisalabad,Punjab,31.41764,73.120401,0,1 Kanal,For Rent,0,07-03-2019,Azeem Estate Agency,"Azeem Amjad, Amjad Hussain Shah",Kanal,1.0,1-5 Kanal
14691430,3036,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_3_house_is_available_for_sale-14691430-3036-1.html,House,46000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550408000000004,73.115473,8,1 Kanal,For Sale,6,03-06-2019,,,Kanal,1.0,1-5 Kanal
14271246,3522,https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_raza_block_10_marla_single_storey_house_near_to_market_marble_tiled_vip_location_for_sale-14271246-3522-1.html,House,18000000,Allama Iqbal Town,Lahore,Punjab,31.506483000000003,74.286017,3,10 Marla,For Sale,3,06-02-2019,Al Fathe Estates & Builders,Asif,Marla,10.0,5-10 Marla
15478906,340,https://www.zameen.com/Property/islamabad_bani_gala_double_storey_house_is_available_for_sale-15478906-340-1.html,House,8500000,Bani Gala,Islamabad,Islamabad Capital,33.713488,73.16268000000001,0,6 Marla,For Sale,4,04-05-2019,Tameer Construction & Property Advisor,Naseer Janjua,Marla,6.0,5-10 Marla
16676823,9025,https://www.zameen.com/Property/opf_housing_scheme_opf_housing_scheme_block_e_3_marla_brand_new_house_available_for_sale_near_to_wapda_town_lahore-16676823-9025-1.html,House,4750000,OPF Housing Scheme,Lahore,Punjab,31.416816,74.239085,3,3 Marla,For Sale,3,06-18-2019,Topland Developers,Muhammad Awais Ajmal,Marla,3.0,0-5 Marla
16861958,1448,https://www.zameen.com/Property/dha_defence_dha_phase_6_dha_kanal_master_piece_bungalow_mazhar_munir_design_500_lac_only-16861958-1448-1.html,House,50000000,DHA Defence,Lahore,Punjab,31.471571,74.44590600000001,7,1 Kanal,For Sale,6,06-25-2019,Sarzameen Estate & Builders,Babar Hussain,Kanal,1.0,1-5 Kanal
15229609,6853,https://www.zameen.com/Property/scheme_33_saadi_town_120_sq__yards_beautiful_new_double_storey_house_block_4_saadi_town-15229609-6853-1.html,House,13500000,Scheme 33,Karachi,Sindh,24.964623,67.16855799999999,5,4.8 Marla,For Sale,4,07-02-2019,The City Estate & Construction,Syed Tariq Hussain,Marla,4.8,0-5 Marla
12442611,5030,https://www.zameen.com/Property/faisalabad_raheem_gardens_house_is_available_for_sale-12442611-5030-1.html,House,12000000,Raheem Gardens,Faisalabad,Punjab,31.372619,73.057237,3,10.5 Marla,For Sale,3,10-20-2018,,,Marla,10.5,10-15 Marla
16715440,4895,https://www.zameen.com/Property/faisalabad_ahmadabad_4_marla_house_is_available_for_sale-16715440-4895-1.html,House,4500000,Ahmadabad,Faisalabad,Punjab,31.445433,73.109622,2,4 Marla,For Sale,3,06-17-2019,,,Marla,4.0,0-5 Marla
16245411,8128,https://www.zameen.com/Property/rawalpindi_misryal_road_6_marla_house_for_sale_only_call_plz_dont_sms_-16245411-8128-1.html,House,6500000,Misryal Road,Rawalpindi,Punjab,33.600512236518995,72.99803066260199,3,6 Marla,For Sale,3,05-05-2019,,,Marla,6.0,5-10 Marla
16870136,6858,https://www.zameen.com/Property/karachi_gulshan_e_iqbal_town_bahadurabad_3_bed_drawing_lounge_flat_available_for_rent-16870136-6858-4.html,Flat,50000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.898465,67.0625,3,6.7 Marla,For Rent,3,06-20-2019,Mehran Real Estate,Mehran Real Estate,Marla,6.7,5-10 Marla
16897425,12804,https://www.zameen.com/Property/punjab_university_employees_society_punjab_university_society_phase_2_double_storey_double_unit_house_is_available_for_sale-16897425-12804-1.html,House,12000000,Punjab University Employees Society,Lahore,Punjab,31.429907,74.239902,0,5 Marla,For Sale,3,06-25-2019,Hussain Real Estate & Builders,Mr. Sarfraz,Marla,5.0,0-5 Marla
17095167,438,https://www.zameen.com/Property/rawalpindi_gulraiz_housing_scheme_a_beautifully_built_house_at_good_location-17095167-438-4.html,House,43000,Gulraiz Housing Scheme,Rawalpindi,Punjab,33.5628,73.10714399999999,4,5 Marla,For Rent,4,07-04-2019,Sagheer & Qadeer Associates,Syead Kashif,Marla,5.0,0-5 Marla
