property_id,location_id,page_url,property_type,price,location,city,province_name,latitude,longitude,baths,area,purpose,bedrooms,date_added,agency,agent,Area Type,Area Size,Area Category
15532537,1483,https://www.zameen.com/Property/d_h_a_dha_phase_6_upper_portion_available_for_rent-15532537-1483-4.html,Upper Portion,130000,DHA Defence,Karachi,Sindh,24.805045,67.064323,3,1 Kanal,For Rent,3,04-19-2019,Malik Brothers Real Estate Consultants,Ashraf,Kanal,1.0,1-5 Kanal
16471901,6693,https://www.zameen.com/Property/federal_b_area_federal_b_area_block_9_ground_floor_flat_is_available_for_sale-16471901-6693-1.html,Flat,15500000,Federal B Area,Karachi,Sindh,24.922442,67.073629,0,4.8 Marla,For Sale,4,06-05-2019,Shani Builders & Developers,Shani,Marla,4.8,0-5 Marla
12859648,517,https://www.zameen.com/Property/rawalpindi_peshawar_road_upper_portion_for_rent-12859648-517-4.html,Upper Portion,36000,Peshawar Road,Rawalpindi,Punjab,33.602664000000004,73.03019599999999,4,10 Marla,For Rent,4,11-10-2018,,,Marla,10.0,5-10 Marla
17264064,1793,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_gulbahar_block_executive_class_11_marla_brand__new_house_for_sale_in_bahria_town_lahore-17264064-1793-1.html,House,22000000,Bahria Town,Lahore,Punjab,31.378774,74.19031600000001,6,11 Marla,For Sale,5,07-13-2019,,,Marla,11.0,10-15 Marla
15150501,6685,https://www.zameen.com/Property/federal_b_area_federal_b_area_block_1_2_bed_room_flat_on_main_street_for_sale-15150501-6685-1.html,Flat,4000000,Federal B Area,Karachi,Sindh,24.915164,67.055476,1,3.1 Marla,For Sale,2,03-19-2019,,,Marla,3.1,0-5 Marla
17062398,3048,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_8_7_marla_brand_new_duble_unit_house_for_rent_-17062398-3048-4.html,House,45000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.485576,73.08393000000001,6,7 Marla,For Rent,5,07-03-2019,Javed Real Estate,Malik Adnan,Marla,7.0,5-10 Marla
11508399,1478,https://www.zameen.com/Property/d_h_a_dha_phase_1_apartment_for_rent-11508399-1478-4.html,Flat,35000,DHA Defence,Karachi,Sindh,24.840571300043003,67.06575036048899,2,4 Marla,For Rent,2,07-18-2019,,,Marla,4.0,0-5 Marla
13565237,3051,https://www.zameen.com/Property/bahria_town_phase_8_bahria_town_phase_8_block_c_11_marla_corner_house_for_sale_in_bahria_town_phase_8__block_c-13565237-3051-1.html,House,20000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495740999999995,73.074703,6,11 Marla,For Sale,5,02-04-2019,Faisal and Sons Real Estate,Khan,Marla,11.0,10-15 Marla
17164712,8953,https://www.zameen.com/Property/buffer_zone_bufferzone_sector_15_a_3_well_built_portion_available_in_good_location-17164712-8953-4.html,Upper Portion,27000,North Karachi,Karachi,Sindh,24.961072,67.066499,2,4.8 Marla,For Rent,2,07-09-2019,Hussain Associates,Amir Siddique,Marla,4.8,0-5 Marla
13810004,1591,https://www.zameen.com/Property/dha_phase_4_dha_phase_4_block_cc_22_marla_corner_slightly_used_beautiful_bungalow_near_park_good_location-13810004-1591-1.html,House,52500000,DHA Defence,Lahore,Punjab,31.463994,74.379544,6,1.1 Kanal,For Sale,5,01-04-2019,Freedom Estate & Builders,Muhammad Bilal H Sanawar,Kanal,1.1,1-5 Kanal
16742413,8157,https://www.zameen.com/Property/rawalpindi_media_town_a_beautifully_built_portion_at_good_location-16742413-8157-4.html,Lower Portion,35000,Media Town,Rawalpindi,Punjab,33.560887,73.125937,3,11 Marla,For Rent,3,06-21-2019,Al Moeed Estate  Builders,Imran Kayani,Marla,11.0,10-15 Marla
12296675,1407,https://www.zameen.com/Property/islamabad_burma_town_brand_new_3_marla_house_for_sale-12296675-1407-1.html,House,3100000,Burma Town,Islamabad,Islamabad Capital,33.643635,73.125244,2,3 Marla,For Sale,2,10-07-2018,,,Marla,3.0,0-5 Marla
14693573,3072,https://www.zameen.com/Property/bahria_town_phase_8_safari_valley_bahria_town_phase_8_khalid_block_double_story_house_is_available_for_sale-14693573-3072-1.html,House,16500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.498711,73.10435799999999,4,9 Marla,For Sale,5,05-05-2019,Shehryar Enterprises,Yasir Mehmood,Marla,9.0,5-10 Marla
9396963,448,https://www.zameen.com/Property/lahore_ittifaq_town_10_marla_house_for_sale-9396963-448-1.html,House,13000000,Ittifaq Town,Lahore,Punjab,31.496231,74.25779,4,10 Marla,For Sale,3,07-03-2019,,,Marla,10.0,5-10 Marla
11857823,8585,https://www.zameen.com/Property/samanabad_bastami_road_house_for_sale_with_attractive_price-11857823-8585-1.html,House,12500000,Samanabad,Lahore,Punjab,31.534984,74.294887,0,9.2 Marla,For Sale,0,09-06-2018,,,Marla,9.2,5-10 Marla
17308529,340,https://www.zameen.com/Property/islamabad_bani_gala_house_is_available_for_sale-17308529-340-1.html,House,49500000,Bani Gala,Islamabad,Islamabad Capital,33.713488,73.16268000000001,0,1 Kanal,For Sale,0,07-16-2019,Al Awsa Enterprises,"Ijaz Ahmed Khan, Raheel Rehmat Shahbaz",Kanal,1.0,1-5 Kanal
16808129,3351,https://www.zameen.com/Property/g_15_g_15_4_house_is_available_for_rent-16808129-3351-4.html,House,60000,G-15,Islamabad,Islamabad Capital,33.631915,72.929034,5,8 Marla,For Rent,5,06-20-2019,Shaheen Estate,Muhammad Alamgir,Marla,8.0,5-10 Marla
17055103,424,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_well_built_portion_available_in_good_location-17055103-424-4.html,Upper Portion,25000,PWD Housing Scheme,Islamabad,Islamabad Capital,33.570792,73.145256,3,10 Marla,For Rent,3,07-03-2019,Saif Khan Real Estate,Saif Khan,Marla,10.0,5-10 Marla
15796944,1447,https://www.zameen.com/Property/dha_defence_dha_phase_5_leads_offers_kanal_exotic_design_bungalow_kin_dha_lahore-15796944-1447-1.html,House,55000000,DHA Defence,Lahore,Punjab,31.462493,74.40934200000001,6,1 Kanal,For Sale,5,06-18-2019,Leads Estates,Ilyas,Kanal,1.0,1-5 Kanal
16264156,4308,https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_block_b4_brand_new_modern_style_bungalow_for_sale-16264156-4308-1.html,House,62500000,Wapda Town,Lahore,Punjab,31.43379,74.268479,9,1.1 Kanal,For Sale,9,06-02-2019,,,Kanal,1.1,1-5 Kanal
17174661,11704,https://www.zameen.com/Property/al_kabir_town_al_kabir_town_phase_2_one_bed_apartment_deal_is__available_for_sale_in_alkabir_town_pahse_2_lahore-17174661-11704-1.html,Flat,3350000,Al-Kabir Town,Lahore,Punjab,31.329958,74.215204,0,2.9 Marla,For Sale,0,07-17-2019,UAN Marketing,Umair Sheikh Ali Sh,Marla,2.9,0-5 Marla
17266478,8917,https://www.zameen.com/Property/faisalabad_eden_valley_the_best_house_for_living_purpose-17266478-8917-1.html,House,17500000,Eden Valley,Faisalabad,Punjab,31.436061,73.154585,0,7 Marla,For Sale,0,07-15-2019,M. S Real Estate,M. Shahbaz,Marla,7.0,5-10 Marla
17258988,1481,https://www.zameen.com/Property/d_h_a_dha_phase_4_demolished_house_is_available_for_sale-17258988-1481-1.html,House,62500000,DHA Defence,Karachi,Sindh,24.824093,67.06140500000001,0,12 Marla,For Sale,0,07-12-2019,Pak Property Links,Fahad Memon,Marla,12.0,10-15 Marla
14847198,10370,https://www.zameen.com/Property/dha_phase_8_al_murtaza_commercial_area_brand_new_apartment_available_for_sale_in_dha_phase_8_al_murtaza_commercial-14847198-10370-1.html,Flat,41500000,DHA Defence,Karachi,Sindh,24.784203,67.084877,4,10.4 Marla,For Sale,4,04-09-2019,Hayat Real Estate,Waqas Malik,Marla,10.4,10-15 Marla
13803881,4362,https://www.zameen.com/Property/lahore_kachupura_3_marla_new_house_for_sale-13803881-4362-1.html,House,9500000,Kachupura,Lahore,Punjab,31.58263,74.33794499999999,5,3 Marla,For Sale,3,01-04-2019,,,Marla,3.0,0-5 Marla
14626475,1484,https://www.zameen.com/Property/d_h_a_dha_phase_7_bungalow_for_rent_dha_phase_7-14626475-1484-4.html,House,85000,DHA Defence,Karachi,Sindh,24.821639,67.071691,4,4 Marla,For Rent,4,02-18-2019,Arsalan Associates,Sultani,Marla,4.0,0-5 Marla
17204929,13847,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_jinnah_avenue_flat_for_sale_abul_qasim_mall_and_residency_block_c_khalid_bin_waleed_tower-17204929-13847-1.html,Flat,9271000,Bahria Town Karachi,Karachi,Sindh,25.015425,67.308908,2,5.6 Marla,For Sale,2,07-10-2019,Abu Ibraheem Builders & Property Consultant,Abu Ibraheem,Marla,5.6,5-10 Marla
16938222,424,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_beautiful_lower_portion_is_available_for_rent-16938222-424-4.html,Lower Portion,26000,PWD Housing Scheme,Islamabad,Islamabad Capital,33.570792,73.145256,2,10 Marla,For Rent,2,06-27-2019,,,Marla,10.0,5-10 Marla
16829325,1448,https://www.zameen.com/Property/dha_defence_dha_phase_6_owner_build_brand_new_solid_bungalow_for_sale_dha_phase_6_dha_defence_lahore-16829325-1448-1.html,House,45500000,DHA Defence,Lahore,Punjab,31.471571,74.44590600000001,6,1 Kanal,For Sale,5,06-28-2019,Yousaf Bhai's Real Estate,Suleman Yousaf,Kanal,1.0,1-5 Kanal
15641944,8260,https://www.zameen.com/Property/islamabad_faisal_town_f_18_7_marla_double_story_house_available_for_sale_in_faisal_town_block_a_islamabad-15641944-8260-1.html,House,16000000,Faisal Town - F-18,Islamabad,Islamabad Capital,33.616692,72.85899599999999,6,7 Marla,For Sale,5,06-19-2019,Allied Builders & Engineers,Farhan Ali,Marla,7.0,5-10 Marla
17221192,233,https://www.zameen.com/Property/gulshan_e_iqbal_town_gulshan_e_iqbal_new_vital_deal_by_estate_estate__highly_rewarding_returns_property_type__residential_flats__for_rent_demand__48000__planning__5_rooms__measured_size_in_square_feet__1500_gross_net_1350_possesuon__free_hold_is_to_payment_term__home_territory__h-17221192-233-4.html,Flat,47000,Gulshan-e-Iqbal Town,Karachi,Sindh,24.923816724423,67.081314602838,3,6 Marla,For Rent,3,07-11-2019,Estate & Estate,Uzair Shaikhani,Marla,6.0,5-10 Marla
13070577,750,https://www.zameen.com/Property/jamshed_town_karachi_administration_employees_society_apartments_for_sale-13070577-750-1.html,Flat,11000000,Jamshed Town,Karachi,Sindh,24.862453,67.080925,4,6 Marla,For Sale,4,05-04-2019,Infinity Properties,Naeem,Marla,6.0,5-10 Marla
16568882,10984,https://www.zameen.com/Property/karachi_garden_west_parsa_citi_brand_new_project_2_bed_d_d_apartment_is_available_for_sale-16568882-10984-1.html,Flat,13000000,Garden West,Karachi,Sindh,24.873806,67.016224,2,5.3 Marla,For Sale,2,06-05-2019,S S D Property Linkers,Sham Lal,Marla,5.3,5-10 Marla
17328344,1796,https://www.zameen.com/Property/bahria_town_bahria_town_sector_d_5_marla_house_back_of_park_cc_block_bahria_town_lahore-17328344-1796-1.html,House,10400000,Bahria Town,Lahore,Punjab,31.374414,74.177749,4,5 Marla,For Sale,3,07-17-2019,Mash Allah Estate & Builders,Azam Ali,Marla,5.0,0-5 Marla
16427503,1483,https://www.zameen.com/Property/d_h_a_dha_phase_6_the_best_apartment_for_living_purpose-16427503-1483-4.html,Flat,42000,DHA Defence,Karachi,Sindh,24.805045,67.064323,2,2 Marla,For Rent,2,05-18-2019,Muslim Properties & Co.,Abdul Jabbar,Marla,2.0,0-5 Marla
14993175,7184,https://www.zameen.com/Property/north_karachi_north_karachi_sector_11a_240_sq_yard_house_for_sale_in_north_karachi__sector_11_a-14993175-7184-1.html,House,25000000,North Karachi,Karachi,Sindh,24.981857,67.060118,9,9.6 Marla,For Sale,8,07-04-2019,A. K. Associates,Israr Ahmed,Marla,9.6,5-10 Marla
17040235,1448,https://www.zameen.com/Property/dha_defence_dha_phase_6_kanal_2019_bn_latest_mazhir_munir_design_bungalow-17040235-1448-1.html,House,41500000,DHA Defence,Lahore,Punjab,31.471571,74.44590600000001,6,1 Kanal,For Sale,5,07-01-2019,Lahore Grande Estate,Ali,Kanal,1.0,1-5 Kanal
16831282,12,https://www.zameen.com/Property/karachi_federal_b_area_200_yards_portion__for_sale-16831282-12-1.html,Upper Portion,13000000,Federal B Area,Karachi,Sindh,24.92863,67.06446600000001,3,8 Marla,For Sale,4,06-21-2019,,,Marla,8.0,5-10 Marla
16024297,329,https://www.zameen.com/Property/islamabad_e_11_e_11_out_class_location_a_full_beautiful_double_unite_house_available_for_rent-16024297-329-4.html,House,170000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,6,1 Kanal,For Rent,6,06-13-2019,Universal Estate & Consultants  PVT (LTD),AHMED ABBAS,Kanal,1.0,1-5 Kanal
17160917,12152,https://www.zameen.com/Property/faisalabad_smd_homes_the_best_house_for_living_purpose-17160917-12152-1.html,House,2500000,SMD Homes,Faisalabad,Punjab,31.487271000000003,73.09093299999999,0,2 Marla,For Sale,2,07-09-2019,Khalid Estate Agency,Khalid mehmood,Marla,2.0,0-5 Marla
16990665,3997,https://www.zameen.com/Property/judicial_colony_judicial_colony_phase_2_house_is_available_for_sale-16990665-3997-1.html,House,11000000,Judicial Colony,Lahore,Punjab,31.463042,74.253867,0,5 Marla,For Sale,4,06-29-2019,Noor Brothers Estate & Builders,Noor Hassan,Marla,5.0,0-5 Marla
17297210,10018,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_10_villa_is_available_for_sale-17297210-10018-1.html,House,13400000,Bahria Town Karachi,Karachi,Sindh,25.058062,67.306626,3,8 Marla,For Sale,3,07-15-2019,Makkah Associates,Abdul Rasheed,Marla,8.0,5-10 Marla
17311406,8298,https://www.zameen.com/Property/karachi_bahria_town_karachi_p23a_200_villa-17311406-8298-1.html,House,5500000,Bahria Town Karachi,Karachi,Sindh,24.894076,67.027715,3,8 Marla,For Sale,3,07-16-2019,Taba Friends Enterprises,Naveed Shah,Marla,8.0,5-10 Marla
17238111,10011,https://www.zameen.com/Property/bahria_town_precinct_2_bahria_town_quaid_villas_quaid_villa_is_available_for_sale-17238111-10011-1.html,House,19000000,Bahria Town Karachi,Karachi,Sindh,25.005301,67.30881,3,8 Marla,For Sale,3,07-11-2019,Tahir Estate,Tahir Sukhera,Marla,8.0,5-10 Marla
14875421,1482,https://www.zameen.com/Property/d_h_a_dha_phase_5_sea_view_apartment_is_available_for_sale-14875421-1482-1.html,Flat,33000000,DHA Defence,Karachi,Sindh,24.810265,67.043552,0,12 Marla,For Sale,0,02-16-2019,Makaan Realtors,MUHAMMAD SALIK KHAN,Marla,12.0,10-15 Marla
17198905,3238,https://www.zameen.com/Property/e_11_e_11_3_luxury_lower_portion_of_beautiful_house_in_e11-17198905-3238-4.html,Lower Portion,60000,E-11,Islamabad,Islamabad Capital,33.704599,72.978702,4,1 Kanal,For Rent,4,07-10-2019,Cosmopolitan Group (Pvt) Ltd.,Malik Ali Haider,Kanal,1.0,1-5 Kanal
15220686,1447,https://www.zameen.com/Property/dha_defence_dha_phase_5_house_is_available_for_sale_dha_phase_5-15220686-1447-1.html,House,45000000,DHA Defence,Lahore,Punjab,31.462493,74.40934200000001,0,1 Kanal,For Sale,5,05-04-2019,Bhatti Real Estate,BHATTI REAL ESTATE,Kanal,1.0,1-5 Kanal
17124327,12452,https://www.zameen.com/Property/high_court_society_phase_2_high_court_phase_2_block_b_well_built_house_available_in_good_location-17124327-12452-1.html,House,8000000,Highcourt Society,Lahore,Punjab,31.413904,74.290607,3,4 Marla,For Sale,3,07-10-2019,New Peak Property Links & Developer,Sarfraz Ali Bhatti,Marla,4.0,0-5 Marla
17029827,9030,https://www.zameen.com/Property/bahria_town_karachi_bahria_apartments_well_built_apartment_available_in_good_location-17029827-9030-1.html,Flat,7300000,Bahria Town Karachi,Karachi,Sindh,25.020961,67.321172,2,4.2 Marla,For Sale,2,07-02-2019,Gold Field Estate,Ahsan Nazir,Marla,4.2,0-5 Marla
17294757,4042,https://www.zameen.com/Property/model_town_model_town_block_q_1_kanal_solid_owner_built_well_maintained_old_house_is_available_for_sale-17294757-4042-1.html,House,45000000,Model Town,Lahore,Punjab,31.472706,74.326665,4,1 Kanal,For Sale,4,07-15-2019,Maqsood Estate & Builders,Mahmood Ahmad,Kanal,1.0,1-5 Kanal
16474758,9514,https://www.zameen.com/Property/karachi_aisha_manzil_ground_floor_portion_for_sale-16474758-9514-1.html,Lower Portion,8300000,Aisha Manzil,Karachi,Sindh,24.927498,67.064165,3,5.6 Marla,For Sale,3,06-05-2019,Memon Real Estate & Builder,Yasir Iqbal,Marla,5.6,5-10 Marla
14932540,8856,https://www.zameen.com/Property/gadap_town_saima_arabian_villas_single_storey_house_is_available_for_sale-14932540-8856-1.html,House,7500000,Gadap Town,Karachi,Sindh,25.004868,67.041096,0,4.8 Marla,For Sale,2,03-19-2019,Sufi Estate,Naeem Ansari,Marla,4.8,0-5 Marla
16465041,383,https://www.zameen.com/Property/islamabad_bahria_town_bahria_town_ph_4_kanal_house_at_reasonable_price-16465041-383-1.html,House,38000000,Bahria Town,Islamabad,Islamabad Capital,33.550837268049,73.10628890991201,7,1 Kanal,For Sale,5,06-04-2019,Smart Solutions Co,Smart Solutions Co,Kanal,1.0,1-5 Kanal
16516037,1448,https://www.zameen.com/Property/dha_defence_dha_phase_6_one_kanal_spectacular_design_brand_new_bungalow_at_top_location_for_sale-16516037-1448-1.html,House,42400000,DHA Defence,Lahore,Punjab,31.471571,74.44590600000001,6,1 Kanal,For Sale,5,06-03-2019,Home Real Estate & Builders,Ehsaan Malik,Kanal,1.0,1-5 Kanal
16232969,3655,https://www.zameen.com/Property/cantt_saddar_the_best_house_for_living_purpose-16232969-3655-1.html,House,8500000,Cantt,Lahore,Punjab,31.550818,74.37923,2,3 Marla,For Sale,3,05-03-2019,All In Estate & Builders,Syed Hamza Hassan,Marla,3.0,0-5 Marla
16974616,4176,https://www.zameen.com/Property/sabzazar_scheme_sabzazar_scheme_block_m_5_marla_house_is_available_for_sale-16974616-4176-1.html,House,11000000,Sabzazar Scheme,Lahore,Punjab,31.517532,74.260182,4,5 Marla,For Sale,3,06-28-2019,,,Marla,5.0,0-5 Marla
13216672,3283,https://www.zameen.com/Property/f_11_f_11_2_f_11_2__500_sq_yd_open_basement_3beds_fully_marble_flooring_nice_location-13216672-3283-4.html,Lower Portion,55000,F-11,Islamabad,Islamabad Capital,33.683425,72.980804,2,1 Kanal,For Rent,3,12-06-2018,,,Kanal,1.0,1-5 Kanal
15293264,9435,https://www.zameen.com/Property/askari_10_askari_10_sector_d_10_marla_tipu_design_5_beds_totally_tile_flooring_house_for_sale_in_sector_d_askari_x_airport_road_lahore_cantt-15293264-9435-1.html,House,24000000,Askari,Lahore,Punjab,31.533161,74.419481,6,10 Marla,For Sale,5,04-03-2019,Sunder Estate,Zahid Dogar,Marla,10.0,5-10 Marla
12221381,1418,https://www.zameen.com/Property/islamabad_i_12_d_type_apartment_for_sale_in_i12_project_of_pha__f_on_first_floor-12221381-1418-1.html,Flat,3100000,I-12,Islamabad,Islamabad Capital,33.629628000000004,73.00241899999999,2,3.9 Marla,For Sale,2,09-07-2018,,,Marla,3.9,0-5 Marla
11669896,10663,https://www.zameen.com/Property/dha_defence_phase_2_askari_tower_1_ground_floor_apartment_at_peaceful_location_of_askari_towers__i-11669896-10663-1.html,Flat,16500000,DHA Defence,Islamabad,Islamabad Capital,33.539071,73.15633299999999,4,11.6 Marla,For Sale,3,08-08-2018,,,Marla,11.6,10-15 Marla
17127909,469,https://www.zameen.com/Property/lahore_new_muslim_town_house_is_available_for_sale_in_new_muslim_town-17127909-469-1.html,House,34000000,New Muslim Town,Lahore,Punjab,31.511679,74.312525,0,13 Marla,For Sale,0,07-03-2019,RA Builders,Awais Rasheed,Marla,13.0,10-15 Marla
16895262,1481,https://www.zameen.com/Property/d_h_a_dha_phase_4_a_beautifully_built_apartment_at_good_location-16895262-1481-1.html,Flat,15000000,DHA Defence,Karachi,Sindh,24.824093,67.06140500000001,3,8 Marla,For Sale,3,06-27-2019,AMS Group Daata Estate,Hanif Memon,Marla,8.0,5-10 Marla
13495853,1483,https://www.zameen.com/Property/d_h_a_dha_phase_6_west_open_well_maintain_house_is_available_for_sale-13495853-1483-1.html,House,61000000,DHA Defence,Karachi,Sindh,24.805045,67.064323,0,12 Marla,For Sale,5,02-16-2019,Real Estate Gallery,Shahzaib Maqsood,Marla,12.0,10-15 Marla
10873476,4410,https://www.zameen.com/Property/lahore_dubai_town_dubai_town_raiwind_road_house_is_available_for_sale-10873476-4410-1.html,House,3000000,Dubai Town,Lahore,Punjab,31.414162,74.23194000000001,0,3 Marla,For Sale,0,07-03-2019,,,Marla,3.0,0-5 Marla
14846170,1058,https://www.zameen.com/Property/rawalpindi_gulshan_abad_10_marla_double_story_double_unit_6_bed_house-14846170-1058-1.html,House,15000000,Gulshan Abad,Rawalpindi,Punjab,33.530556,73.06126400000001,6,10 Marla,For Sale,6,06-13-2019,Property Lounge Marketing,"Jalil Qamar Baloch, Mudassir Rana",Marla,10.0,5-10 Marla
16846543,4149,https://www.zameen.com/Property/pia_housing_scheme_pia_housing_scheme_block_f_15_marla_well_maintained_house_for_sale-16846543-4149-1.html,House,24000000,PIA Housing Scheme,Lahore,Punjab,31.444847,74.276025,6,15 Marla,For Sale,4,06-18-2019,Estate Point,Faraz OR Imran,Marla,15.0,10-15 Marla
7922147,11242,https://www.zameen.com/Property/lahore_ahmad_housing_society_3_marla_double_storey_house_for_sale-7922147-11242-1.html,House,3200000,Ahmad Housing Society,Lahore,Punjab,31.491380025790004,74.250894784927,3,3 Marla,For Sale,6,07-03-2019,,,Marla,3.0,0-5 Marla
16496091,3308,https://www.zameen.com/Property/f_7_f_7_2_upper_portion_is_available_for_rent_located_at_vip_location_of_islamabad_f_7_2-16496091-3308-4.html,Upper Portion,130000,F-7,Islamabad,Islamabad Capital,33.72334,73.051171,4,1 Kanal,For Rent,4,06-20-2019,Property Links,Ali Bhi 2,Kanal,1.0,1-5 Kanal
16254967,12199,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_heights_1_brand_new_1_bed_fully_furnished_apartment_available_for_rent_in_bahria_heights_1-16254967-12199-4.html,Flat,45000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.566646,73.116842,2,3.7 Marla,For Rent,1,06-21-2019,Globe Real Estate,Waseem Abbas,Marla,3.7,0-5 Marla
9880421,6009,https://www.zameen.com/Property/rawalpindi_dhoke_munshi_khan_5_marla_home_for_sale-9880421-6009-1.html,House,4000000,Dhoke Munshi Khan,Rawalpindi,Punjab,33.639383,73.07736,2,5 Marla,For Sale,2,07-04-2019,,,Marla,5.0,0-5 Marla
17051321,9214,https://www.zameen.com/Property/rawalpindi_askari_4_the_best_apartment_for_living_purpose-17051321-9214-4.html,Flat,50000,Askari 4,Rawalpindi,Punjab,33.584397,73.07980500000001,3,10 Marla,For Rent,3,07-03-2019,Estate Investment,Major R Sultan Sikandar,Marla,10.0,5-10 Marla
16829243,1058,https://www.zameen.com/Property/rawalpindi_gulshan_abad_house_for_sale_in_gulshan_abad_rawalpindi-16829243-1058-1.html,House,15500000,Gulshan Abad,Rawalpindi,Punjab,33.530556,73.06126400000001,6,10 Marla,For Sale,6,06-20-2019,Malik Muhammad Imran (Property Consultant),Malik Muhammad Imran,Marla,10.0,5-10 Marla
11736655,3394,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_4_house_is_available_for_sale-11736655-3394-1.html,House,12000000,Ghauri Town,Islamabad,Islamabad Capital,33.61855,73.135471,5,5.6 Marla,For Sale,5,03-06-2019,Jhangir Estate & Builders,Shahzad khan,Marla,5.6,5-10 Marla
12394686,3147,https://www.zameen.com/Property/cbr_town_cbr_town_phase_1_house_is_available_for_sale-12394686-3147-1.html,House,14000000,CBR Town,Islamabad,Islamabad Capital,33.559385,73.141265,4,7 Marla,For Sale,4,05-05-2019,Jhangir Estate & Builders,Shujat Mughal,Marla,7.0,5-10 Marla
13107872,8958,https://www.zameen.com/Property/buffer_zone_bufferzone_sector_16_a_4_2nd_floor_portion_for_sale-13107872-8958-1.html,Upper Portion,3500000,North Karachi,Karachi,Sindh,24.952394,67.071085,2,4.8 Marla,For Sale,2,11-19-2018,,,Marla,4.8,0-5 Marla
17324197,456,https://www.zameen.com/Property/lahore_punjab_coop_housing_society_the_best_house_for_living_purpose-17324197-456-1.html,House,14000000,Punjab Coop Housing Society,Lahore,Punjab,31.458979,74.373565,5,5 Marla,For Sale,4,07-18-2019,Nasir Associates & Builders,Sheikh Nasir,Marla,5.0,0-5 Marla
16028919,11291,https://www.zameen.com/Property/shadman_shadman_town_sector_14_b_flat_for_sale-16028919-11291-1.html,Flat,4500000,North Nazimabad,Karachi,Sindh,24.961242,67.056011,3,2.6 Marla,For Sale,4,05-06-2019,,,Marla,2.6,0-5 Marla
16078422,3035,https://www.zameen.com/Property/bahria_town_rawalpindi_bahria_town_phase_2_2_kanal_house_is_available_for_sale-16078422-3035-1.html,House,65000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.55892,73.118649,6,2 Kanal,For Sale,5,05-05-2019,,,Kanal,2.0,1-5 Kanal
16995182,10375,https://www.zameen.com/Property/lahore_harbanspura_road_triple_storey_house_is_available_for_sale-16995182-10375-1.html,House,12000000,Harbanspura Road,Lahore,Punjab,31.560697,74.42132600000001,0,2 Marla,For Sale,3,06-28-2019,Bilal Estate,Zulfiqar,Marla,2.0,0-5 Marla
17182559,330,https://www.zameen.com/Property/islamabad_g_13_the_best_double_storey_house_for_living_purpose-17182559-330-4.html,House,75000,G-13,Islamabad,Islamabad Capital,33.650065000000005,72.96368100000001,5,7 Marla,For Rent,5,07-10-2019,Khans Real Estate & Builders,Ahtsham Khan,Marla,7.0,5-10 Marla
16968902,1796,https://www.zameen.com/Property/bahria_town_bahria_town_sector_d_gently_used_house_for_sale_in_bahria_town_block_aa-16968902-1796-1.html,House,12000000,Bahria Town,Lahore,Punjab,31.374414,74.177749,4,5 Marla,For Sale,3,06-28-2019,Property Links,Qaiser Nadeem,Marla,5.0,0-5 Marla
17014528,232,https://www.zameen.com/Property/karachi_gulistan_e_jauhar_most_luxurious_apartment_is_available_for_sale_in_al_fatah_arcade__gulistaneejauhar-17014528-232-1.html,Flat,8500000,Gulistan-e-Jauhar,Karachi,Sindh,24.926606,67.13038399999999,2,4.7 Marla,For Sale,2,06-29-2019,Sydney Estate & Marketing,Sydney Estate  Marketing,Marla,4.7,0-5 Marla
14535148,9522,https://www.zameen.com/Property/karachi_abul_hassan_isphani_road_apartment_for_sale_chappal_gardens__abul_hassan_isphani_road-14535148-9522-1.html,Flat,4000000,Abul Hassan Isphani Road,Karachi,Sindh,24.941817,67.098056,0,5 Marla,For Sale,0,02-18-2019,,,Marla,5.0,0-5 Marla
16622386,198,https://www.zameen.com/Property/karachi_bath_island_brand_new_sawera_excellency_apartment_in_bath_island-16622386-198-1.html,Flat,46000000,Bath Island,Karachi,Sindh,24.835661,67.028604,3,9.3 Marla,For Sale,3,07-01-2019,Bolan Estate,Abdul Rahim,Marla,9.3,5-10 Marla
17222467,6889,https://www.zameen.com/Property/scheme_33_sector_24_a_pcsir_housing_society_scheme_33_p_c_s_i_r_society_boundary_wall_sweet_water_shedding_free_portion_for_rent-17222467-6889-4.html,Upper Portion,38000,Scheme 33,Karachi,Sindh,24.962737,67.128568,3,10 Marla,For Rent,3,07-11-2019,,,Marla,10.0,5-10 Marla
